gate,sample_id,verdict,candidate_correct,cell
hard_verifier,final_robot_023,PASS,1,A_pass_correct
hard_verifier,final_robot_024,PASS,1,A_pass_correct
hard_verifier,final_robot_025,REJECT,1,C_reject_correct
hard_verifier,final_robot_026,PASS,0,B_pass_wrong
hard_verifier,final_robot_027,REJECT,0,D_reject_wrong
hard_verifier,final_robot_028,PASS,1,A_pass_correct
hard_verifier,final_robot_029,PASS,1,A_pass_correct
hard_verifier,final_robot_030,PASS,1,A_pass_correct
hard_verifier,final_robot_031,REJECT,0,D_reject_wrong
hard_verifier,final_robot_032,PASS,1,A_pass_correct
hard_verifier,final_robot_033,REJECT,0,D_reject_wrong
hard_verifier,final_robot_034,REJECT,0,D_reject_wrong
hard_verifier,final_robot_035,REJECT,0,D_reject_wrong
hard_verifier,final_robot_036,REJECT,0,D_reject_wrong
hard_verifier,final_robot_037,PASS,1,A_pass_correct
hard_verifier,final_robot_038,PASS,1,A_pass_correct
hard_verifier,final_robot_039,PASS,1,A_pass_correct
hard_verifier,final_robot_040,REJECT,1,C_reject_correct
hard_verifier,final_robot_041,REJECT,0,D_reject_wrong
hard_verifier,final_robot_042,REJECT,0,D_reject_wrong
hard_verifier,final_robot_043,PASS,1,A_pass_correct
hard_verifier,final_robot_044,PASS,1,A_pass_correct
hard_verifier,final_robot_045,PASS,1,A_pass_correct
hard_verifier,final_robot_046,REJECT,0,D_reject_wrong
hard_verifier,final_robot_047,PASS,0,B_pass_wrong
hard_verifier,final_robot_048,REJECT,0,D_reject_wrong
hard_verifier,final_robot_049,REJECT,0,D_reject_wrong
hard_verifier,final_robot_050,REJECT,0,D_reject_wrong
hard_verifier,final_robot_051,PASS,1,A_pass_correct
hard_verifier,final_robot_052,PASS,1,A_pass_correct
hard_verifier,final_robot_053,PASS,1,A_pass_correct
hard_verifier,final_robot_054,PASS,1,A_pass_correct
hard_verifier,final_robot_055,REJECT,0,D_reject_wrong
hard_verifier,final_robot_056,REJECT,1,C_reject_correct
hard_verifier,final_robot_057,REJECT,1,C_reject_correct
hard_verifier,final_robot_058,PASS,1,A_pass_correct
hard_verifier,final_robot_059,PASS,1,A_pass_correct
hard_verifier,final_robot_060,PASS,1,A_pass_correct
hard_verifier,final_vaccine_001,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_002,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_003,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_004,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_005,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_006,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_007,PASS,1,A_pass_correct
hard_verifier,final_vaccine_008,PASS,1,A_pass_correct
hard_verifier,final_vaccine_009,PASS,1,A_pass_correct
hard_verifier,final_vaccine_010,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_011,REJECT,1,C_reject_correct
hard_verifier,final_vaccine_012,REJECT,1,C_reject_correct
hard_verifier,final_vaccine_013,PASS,1,A_pass_correct
hard_verifier,final_vaccine_014,PASS,1,A_pass_correct
hard_verifier,final_vaccine_015,PASS,1,A_pass_correct
hard_verifier,final_vaccine_016,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_017,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_018,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_019,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_020,PASS,1,A_pass_correct
hard_verifier,final_vaccine_021,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_022,PASS,1,A_pass_correct
hard_verifier,final_vaccine_023,PASS,1,A_pass_correct
hard_verifier,final_vaccine_024,PASS,1,A_pass_correct
hard_verifier,final_vaccine_025,REJECT,1,C_reject_correct
hard_verifier,final_vaccine_026,REJECT,1,C_reject_correct
hard_verifier,final_vaccine_027,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_028,PASS,1,A_pass_correct
hard_verifier,final_vaccine_029,PASS,1,A_pass_correct
hard_verifier,final_vaccine_030,PASS,1,A_pass_correct
hard_verifier,final_vaccine_031,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_032,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_033,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_034,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_035,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_036,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_037,PASS,1,A_pass_correct
hard_verifier,final_vaccine_038,PASS,1,A_pass_correct
hard_verifier,final_vaccine_039,PASS,1,A_pass_correct
hard_verifier,final_vaccine_040,PASS,0,B_pass_wrong
hard_verifier,final_vaccine_041,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_042,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_043,PASS,1,A_pass_correct
hard_verifier,final_vaccine_044,PASS,1,A_pass_correct
hard_verifier,final_vaccine_045,PASS,0,B_pass_wrong
hard_verifier,final_vaccine_046,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_048,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_049,PASS,1,A_pass_correct
hard_verifier,final_vaccine_050,PASS,0,B_pass_wrong
hard_verifier,final_vaccine_051,PASS,0,B_pass_wrong
hard_verifier,final_vaccine_052,PASS,1,A_pass_correct
hard_verifier,final_vaccine_053,PASS,1,A_pass_correct
hard_verifier,final_vaccine_054,PASS,1,A_pass_correct
hard_verifier,final_vaccine_055,PASS,1,A_pass_correct
hard_verifier,final_vaccine_056,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_057,REJECT,0,D_reject_wrong
hard_verifier,final_vaccine_058,PASS,1,A_pass_correct
hard_verifier,final_vaccine_059,PASS,1,A_pass_correct
hard_verifier,final_vaccine_060,PASS,0,B_pass_wrong
hard_verifier,final_virtual_001,PASS,1,A_pass_correct
hard_verifier,final_virtual_002,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_003,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_004,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_005,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_006,PASS,1,A_pass_correct
hard_verifier,final_virtual_007,PASS,1,A_pass_correct
hard_verifier,final_virtual_008,PASS,1,A_pass_correct
hard_verifier,final_virtual_009,PASS,1,A_pass_correct
hard_verifier,final_virtual_010,PASS,0,B_pass_wrong
hard_verifier,final_virtual_011,REJECT,1,C_reject_correct
hard_verifier,final_virtual_012,REJECT,1,C_reject_correct
hard_verifier,final_virtual_013,PASS,1,A_pass_correct
hard_verifier,final_virtual_014,PASS,1,A_pass_correct
hard_verifier,final_virtual_015,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_016,PASS,0,B_pass_wrong
hard_verifier,final_virtual_018,PASS,1,A_pass_correct
hard_verifier,final_virtual_019,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_020,PASS,1,A_pass_correct
hard_verifier,final_virtual_021,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_022,PASS,1,A_pass_correct
hard_verifier,final_virtual_023,PASS,1,A_pass_correct
hard_verifier,final_virtual_024,PASS,1,A_pass_correct
hard_verifier,final_virtual_025,PASS,0,B_pass_wrong
hard_verifier,final_virtual_026,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_027,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_028,PASS,1,A_pass_correct
hard_verifier,final_virtual_029,PASS,1,A_pass_correct
hard_verifier,final_virtual_030,PASS,0,B_pass_wrong
hard_verifier,final_virtual_032,PASS,1,A_pass_correct
hard_verifier,final_virtual_034,PASS,1,A_pass_correct
hard_verifier,final_virtual_035,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_036,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_037,PASS,1,A_pass_correct
hard_verifier,final_virtual_038,PASS,1,A_pass_correct
hard_verifier,final_virtual_039,PASS,1,A_pass_correct
hard_verifier,final_virtual_040,PASS,0,B_pass_wrong
hard_verifier,final_virtual_041,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_042,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_043,PASS,1,A_pass_correct
hard_verifier,final_virtual_044,PASS,1,A_pass_correct
hard_verifier,final_virtual_045,PASS,1,A_pass_correct
hard_verifier,final_virtual_046,PASS,0,B_pass_wrong
hard_verifier,final_virtual_047,PASS,0,B_pass_wrong
hard_verifier,final_virtual_048,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_049,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_050,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_051,PASS,1,A_pass_correct
hard_verifier,final_virtual_052,PASS,1,A_pass_correct
hard_verifier,final_virtual_053,PASS,1,A_pass_correct
hard_verifier,final_virtual_054,PASS,1,A_pass_correct
hard_verifier,final_virtual_055,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_056,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_057,REJECT,0,D_reject_wrong
hard_verifier,final_virtual_058,PASS,1,A_pass_correct
hard_verifier,final_virtual_059,PASS,1,A_pass_correct
hard_verifier,final_virtual_060,PASS,1,A_pass_correct
