sample_id,source_group,source_group_source,db_id,method_slug,method_label,method_id,generation_role,analysis_role,generation_arm,shares_raw_generation_with,prompt_sha256,prompt_char_count,prompt_utf8_bytes,prompt_token_count,prompt_token_count_policy,exact_token_count_required_on_gpu_preflight,context_overflow,detected_mode,detected_format,operation_type,dependency_sensitive,original_vs_vnext_prompt_equal,all_vnext_prompts_equal,detected_mode_consistent_across_vnext
seed_000231,seed_000231,source_group_id,california_schools,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,77cfe83c595f870777617d6764b99bfbe01070f01cd3174b644a675998fbf52f,20299,20299,5075,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,csv,upsert_update,0,1,1,1
seed_000231,seed_000231,source_group_id,california_schools,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,77cfe83c595f870777617d6764b99bfbe01070f01cd3174b644a675998fbf52f,20299,20299,5075,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,csv,upsert_update,0,1,1,1
seed_000231,seed_000231,source_group_id,california_schools,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,77cfe83c595f870777617d6764b99bfbe01070f01cd3174b644a675998fbf52f,20299,20299,5075,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,csv,upsert_update,0,1,1,1
seed_000231,seed_000231,source_group_id,california_schools,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,77cfe83c595f870777617d6764b99bfbe01070f01cd3174b644a675998fbf52f,20299,20299,5075,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,csv,upsert_update,0,1,1,1
seed_000005,seed_000005,source_group_id,financial,direct,Direct,D-FS-M,generation,baseline,direct,,9bb9f7fd9624ef3cb1b5b3232fb8b96a1eb1072ee0432e22e6a9de0bf02c744e,11657,11657,2915,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000005,seed_000005,source_group_id,financial,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,ca93babf50b07123bec52055dd27be6ee07b57c40bd28140569c2fe4f1e82a29,11588,11588,2897,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000005,seed_000005,source_group_id,financial,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,1b567ad1eb87c4ed271e751fa00fa891a788d2f362db02585834bc446911f462,17140,17140,4285,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000005,seed_000005,source_group_id,financial,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,1b567ad1eb87c4ed271e751fa00fa891a788d2f362db02585834bc446911f462,17140,17140,4285,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000005,seed_000005,source_group_id,financial,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,1b567ad1eb87c4ed271e751fa00fa891a788d2f362db02585834bc446911f462,17140,17140,4285,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000005,seed_000005,source_group_id,financial,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,1b567ad1eb87c4ed271e751fa00fa891a788d2f362db02585834bc446911f462,17140,17140,4285,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000005,seed_000005,source_group_id,financial,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,1b567ad1eb87c4ed271e751fa00fa891a788d2f362db02585834bc446911f462,17140,17140,4285,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
aug_seed_000049_relational_format_variant_002,seed_000049,source_group_id,debit_card_specializing,direct,Direct,D-FS-M,generation,baseline,direct,,9e3451edbe0c786b6052b6c0bddf0ca8be5fec90396a95778f591ac5df2f2a1e,6602,6602,1651,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,plain_insert,1,1,1,1
aug_seed_000049_relational_format_variant_002,seed_000049,source_group_id,debit_card_specializing,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,62b649110e44d38fbd754e445d969af0b712e5147e803ce66666972d57862d2c,6533,6533,1634,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,plain_insert,1,1,1,1
aug_seed_000049_relational_format_variant_002,seed_000049,source_group_id,debit_card_specializing,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,9934b3a462d68aa3769ef6c8eee257fb27a59cccb845a1858b3df913d097166e,10208,10208,2552,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,plain_insert,1,1,1,1
aug_seed_000049_relational_format_variant_002,seed_000049,source_group_id,debit_card_specializing,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,9934b3a462d68aa3769ef6c8eee257fb27a59cccb845a1858b3df913d097166e,10208,10208,2552,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,plain_insert,1,1,1,1
aug_seed_000049_relational_format_variant_002,seed_000049,source_group_id,debit_card_specializing,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,9934b3a462d68aa3769ef6c8eee257fb27a59cccb845a1858b3df913d097166e,10208,10208,2552,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,plain_insert,1,1,1,1
aug_seed_000049_relational_format_variant_002,seed_000049,source_group_id,debit_card_specializing,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,9934b3a462d68aa3769ef6c8eee257fb27a59cccb845a1858b3df913d097166e,10208,10208,2552,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,plain_insert,1,1,1,1
aug_seed_000049_relational_format_variant_002,seed_000049,source_group_id,debit_card_specializing,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,9934b3a462d68aa3769ef6c8eee257fb27a59cccb845a1858b3df913d097166e,10208,10208,2552,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,plain_insert,1,1,1,1
aug_seed_000292_single_row_subset_001,seed_000292,source_group_id,european_football_2,direct,Direct,D-FS-M,generation,baseline,direct,,84fedf4125d86129693e5bbee718ee65447f4cd5df4bcb91d97e831cd28428aa,31032,31032,7758,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000292_single_row_subset_001,seed_000292,source_group_id,european_football_2,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,3400c0878730cc800975147f8de7412a19cc391c4610e51ba68ddee4535519c3,30942,30942,7736,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000292_single_row_subset_001,seed_000292,source_group_id,european_football_2,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,f0a392632eb84d7c9471ead2959be31f58a3b31b2d6997b2d0212caff326fa2b,39449,39449,9863,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000292_single_row_subset_001,seed_000292,source_group_id,european_football_2,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,f0a392632eb84d7c9471ead2959be31f58a3b31b2d6997b2d0212caff326fa2b,39449,39449,9863,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000292_single_row_subset_001,seed_000292,source_group_id,european_football_2,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,f0a392632eb84d7c9471ead2959be31f58a3b31b2d6997b2d0212caff326fa2b,39449,39449,9863,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000292_single_row_subset_001,seed_000292,source_group_id,european_football_2,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,f0a392632eb84d7c9471ead2959be31f58a3b31b2d6997b2d0212caff326fa2b,39449,39449,9863,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000292_single_row_subset_001,seed_000292,source_group_id,european_football_2,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,f0a392632eb84d7c9471ead2959be31f58a3b31b2d6997b2d0212caff326fa2b,39449,39449,9863,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000349_relational_format_variant_002,seed_000349,source_group_id,debit_card_specializing,direct,Direct,D-FS-M,generation,baseline,direct,,a1c2586e98f6b8503be72c11e917ea66760d08ed6fea522f5bbb2aa289d52ab9,9706,9706,2427,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,insert_ignore,1,1,1,1
aug_seed_000349_relational_format_variant_002,seed_000349,source_group_id,debit_card_specializing,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,e9e730bb7fd961f56f167a8fcbb0418ea668cacc7df5e21336b55969169bb2f7,9637,9637,2410,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,insert_ignore,1,1,1,1
aug_seed_000349_relational_format_variant_002,seed_000349,source_group_id,debit_card_specializing,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,b969b766efd5b7eb4ebe8109c6dc0ca9ab032c704759a992305d746e3e3b181b,9000,9000,2250,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,insert_ignore,1,1,1,1
aug_seed_000349_relational_format_variant_002,seed_000349,source_group_id,debit_card_specializing,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,b969b766efd5b7eb4ebe8109c6dc0ca9ab032c704759a992305d746e3e3b181b,9000,9000,2250,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,insert_ignore,1,1,1,1
aug_seed_000349_relational_format_variant_002,seed_000349,source_group_id,debit_card_specializing,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,b969b766efd5b7eb4ebe8109c6dc0ca9ab032c704759a992305d746e3e3b181b,9000,9000,2250,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,insert_ignore,1,1,1,1
aug_seed_000349_relational_format_variant_002,seed_000349,source_group_id,debit_card_specializing,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,b969b766efd5b7eb4ebe8109c6dc0ca9ab032c704759a992305d746e3e3b181b,9000,9000,2250,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,insert_ignore,1,1,1,1
aug_seed_000349_relational_format_variant_002,seed_000349,source_group_id,debit_card_specializing,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,b969b766efd5b7eb4ebe8109c6dc0ca9ab032c704759a992305d746e3e3b181b,9000,9000,2250,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,insert_ignore,1,1,1,1
seed_000110,seed_000110,source_group_id,financial,direct,Direct,D-FS-M,generation,baseline,direct,,d51db3564ceff7208e1fd9c2e35544932eac1186db7632899ca9aafa6dc3335d,11920,11920,2980,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000110,seed_000110,source_group_id,financial,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,48d0cfd59adb45b0a87133ef4ed268c6d21b8ae8311b0d6751ba612b3229a98e,11851,11851,2963,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000110,seed_000110,source_group_id,financial,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,449d3ed7fcd08ac7cea842a0330a51a03ae9f8bf1bb4f70232dd76f76dc6b12c,17420,17420,4355,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000110,seed_000110,source_group_id,financial,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,449d3ed7fcd08ac7cea842a0330a51a03ae9f8bf1bb4f70232dd76f76dc6b12c,17420,17420,4355,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000110,seed_000110,source_group_id,financial,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,449d3ed7fcd08ac7cea842a0330a51a03ae9f8bf1bb4f70232dd76f76dc6b12c,17420,17420,4355,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000110,seed_000110,source_group_id,financial,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,449d3ed7fcd08ac7cea842a0330a51a03ae9f8bf1bb4f70232dd76f76dc6b12c,17420,17420,4355,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000110,seed_000110,source_group_id,financial,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,449d3ed7fcd08ac7cea842a0330a51a03ae9f8bf1bb4f70232dd76f76dc6b12c,17420,17420,4355,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
aug_seed_000073_relational_format_variant_002,seed_000073,source_group_id,superhero,direct,Direct,D-FS-M,generation,baseline,direct,,67796a7f13f5312913a395356cc79ee08e581f39e4ba2d85e13ae1479ffe426d,15044,15044,3761,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,plain_insert,1,1,1,1
aug_seed_000073_relational_format_variant_002,seed_000073,source_group_id,superhero,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,c2bacc0c757fb8d4bc9796ec1bad883960f92d2d0a7ba00f53c46f6898995d09,14975,14975,3744,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,plain_insert,1,1,1,1
aug_seed_000073_relational_format_variant_002,seed_000073,source_group_id,superhero,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,861d380f32fdc1816ffa9df19dcf7c02963dc0f9cf82725383c08728ebf3ae71,9723,9723,2431,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,plain_insert,1,1,1,1
aug_seed_000073_relational_format_variant_002,seed_000073,source_group_id,superhero,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,861d380f32fdc1816ffa9df19dcf7c02963dc0f9cf82725383c08728ebf3ae71,9723,9723,2431,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,plain_insert,1,1,1,1
aug_seed_000073_relational_format_variant_002,seed_000073,source_group_id,superhero,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,861d380f32fdc1816ffa9df19dcf7c02963dc0f9cf82725383c08728ebf3ae71,9723,9723,2431,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,plain_insert,1,1,1,1
aug_seed_000073_relational_format_variant_002,seed_000073,source_group_id,superhero,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,861d380f32fdc1816ffa9df19dcf7c02963dc0f9cf82725383c08728ebf3ae71,9723,9723,2431,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,plain_insert,1,1,1,1
aug_seed_000073_relational_format_variant_002,seed_000073,source_group_id,superhero,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,861d380f32fdc1816ffa9df19dcf7c02963dc0f9cf82725383c08728ebf3ae71,9723,9723,2431,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,plain_insert,1,1,1,1
aug_seed_000054_small_batch_subset_001,seed_000054,source_group_id,card_games,direct,Direct,D-FS-M,generation,baseline,direct,,4b7fc9e36c57de3ff95eef80df9d73a9e161d184c3e54ed66de184905aeaf487,17385,17385,4347,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000054_small_batch_subset_001,seed_000054,source_group_id,card_games,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,c068dfffd74a6c0a6a554012950759e17dfb5302677f5330ad6d28e1ccdb7b9d,17295,17295,4324,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000054_small_batch_subset_001,seed_000054,source_group_id,card_games,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,27762c4021ebd62c8a5b3a71e5c08feb08c152a561d020e29225c4c4c476458d,26458,26458,6615,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000054_small_batch_subset_001,seed_000054,source_group_id,card_games,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,27762c4021ebd62c8a5b3a71e5c08feb08c152a561d020e29225c4c4c476458d,26458,26458,6615,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000054_small_batch_subset_001,seed_000054,source_group_id,card_games,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,27762c4021ebd62c8a5b3a71e5c08feb08c152a561d020e29225c4c4c476458d,26458,26458,6615,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000054_small_batch_subset_001,seed_000054,source_group_id,card_games,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,27762c4021ebd62c8a5b3a71e5c08feb08c152a561d020e29225c4c4c476458d,26458,26458,6615,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000054_small_batch_subset_001,seed_000054,source_group_id,card_games,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,27762c4021ebd62c8a5b3a71e5c08feb08c152a561d020e29225c4c4c476458d,26458,26458,6615,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
seed_000302,seed_000302,source_group_id,card_games,direct,Direct,D-FS-M,generation,baseline,direct,,651e96a5a1f30bb1e590d5035ad7fb5ea09c38ce52f75c742b6245aab02315dc,24977,24977,6245,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,upsert_update,0,1,1,1
seed_000302,seed_000302,source_group_id,card_games,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,141d5ab356de396f4fd5c7304876c523118d7bc91b838aa969b283752e48f31b,24908,24908,6227,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,upsert_update,0,1,1,1
seed_000302,seed_000302,source_group_id,card_games,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,f2c0953b776ff5c48cf6a58a8b8f9f18cdc7347d85a4cee9faad974b83eb5bf0,17498,17498,4375,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,upsert_update,0,1,1,1
seed_000302,seed_000302,source_group_id,card_games,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,f2c0953b776ff5c48cf6a58a8b8f9f18cdc7347d85a4cee9faad974b83eb5bf0,17498,17498,4375,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,upsert_update,0,1,1,1
seed_000302,seed_000302,source_group_id,card_games,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,f2c0953b776ff5c48cf6a58a8b8f9f18cdc7347d85a4cee9faad974b83eb5bf0,17498,17498,4375,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,upsert_update,0,1,1,1
seed_000302,seed_000302,source_group_id,card_games,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,f2c0953b776ff5c48cf6a58a8b8f9f18cdc7347d85a4cee9faad974b83eb5bf0,17498,17498,4375,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,upsert_update,0,1,1,1
seed_000302,seed_000302,source_group_id,card_games,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,f2c0953b776ff5c48cf6a58a8b8f9f18cdc7347d85a4cee9faad974b83eb5bf0,17498,17498,4375,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,upsert_update,0,1,1,1
