sample_id,source_artifact,trace_path,slot_path,reference_kind,repair_rule,repair_attempted,repair_applied,repair_succeeded,original_reference,replacement_reference,candidate_count,candidate_set,validation_before,validation_after
seed_000010,verification.jsonl,/warnings/0/details,/target_groups/0/field_mapping/c1.f2,column,unique_exact_identifier_name,1,1,1,t3.StatusType,t3.c44,49,"[""t3.c1"", ""t3.c10"", ""t3.c11"", ""t3.c12"", ""t3.c13"", ""t3.c14"", ""t3.c15"", ""t3.c16"", ""t3.c17"", ""t3.c18"", ""t3.c19"", ""t3.c2"", ""t3.c20"", ""t3.c21"", ""t3.c22"", ""t3.c23"", ""t3.c24"", ""t3.c25"", ""t3.c26"", ""t3.c27"", ""t3.c28"", ""t3.c29"", ""t3.c3"", ""t3.c30"", ""t3.c31"", ""t3.c32"", ""t3.c33"", ""t3.c34"", ""t3.c35"", ""t3.c36"", ""t3.c37"", ""t3.c38"", ""t3.c39"", ""t3.c4"", ""t3.c40"", ""t3.c41"", ""t3.c42"", ""t3.c43"", ""t3.c44"", ""t3.c45"", ""t3.c46"", ""t3.c47"", ""t3.c48"", ""t3.c49"", ""t3.c5"", ""t3.c6"", ""t3.c7"", ""t3.c8"", ""t3.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000010,verification.jsonl,/warnings/1/details,/target_groups/0/field_mapping/c1.f3,column,unique_exact_identifier_name,1,1,1,t3.County,t3.c15,49,"[""t3.c1"", ""t3.c10"", ""t3.c11"", ""t3.c12"", ""t3.c13"", ""t3.c14"", ""t3.c15"", ""t3.c16"", ""t3.c17"", ""t3.c18"", ""t3.c19"", ""t3.c2"", ""t3.c20"", ""t3.c21"", ""t3.c22"", ""t3.c23"", ""t3.c24"", ""t3.c25"", ""t3.c26"", ""t3.c27"", ""t3.c28"", ""t3.c29"", ""t3.c3"", ""t3.c30"", ""t3.c31"", ""t3.c32"", ""t3.c33"", ""t3.c34"", ""t3.c35"", ""t3.c36"", ""t3.c37"", ""t3.c38"", ""t3.c39"", ""t3.c4"", ""t3.c40"", ""t3.c41"", ""t3.c42"", ""t3.c43"", ""t3.c44"", ""t3.c45"", ""t3.c46"", ""t3.c47"", ""t3.c48"", ""t3.c49"", ""t3.c5"", ""t3.c6"", ""t3.c7"", ""t3.c8"", ""t3.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000010,verification.jsonl,/warnings/2/details,/target_groups/0/field_mapping/c1.f4,column,unique_exact_identifier_name,1,1,1,t3.District,t3.c16,49,"[""t3.c1"", ""t3.c10"", ""t3.c11"", ""t3.c12"", ""t3.c13"", ""t3.c14"", ""t3.c15"", ""t3.c16"", ""t3.c17"", ""t3.c18"", ""t3.c19"", ""t3.c2"", ""t3.c20"", ""t3.c21"", ""t3.c22"", ""t3.c23"", ""t3.c24"", ""t3.c25"", ""t3.c26"", ""t3.c27"", ""t3.c28"", ""t3.c29"", ""t3.c3"", ""t3.c30"", ""t3.c31"", ""t3.c32"", ""t3.c33"", ""t3.c34"", ""t3.c35"", ""t3.c36"", ""t3.c37"", ""t3.c38"", ""t3.c39"", ""t3.c4"", ""t3.c40"", ""t3.c41"", ""t3.c42"", ""t3.c43"", ""t3.c44"", ""t3.c45"", ""t3.c46"", ""t3.c47"", ""t3.c48"", ""t3.c49"", ""t3.c5"", ""t3.c6"", ""t3.c7"", ""t3.c8"", ""t3.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000010,verification.jsonl,/warnings/3/details,/target_groups/0/field_mapping/c1.f5,column,unique_exact_identifier_name,1,1,1,t3.CDSCode,t3.c10,49,"[""t3.c1"", ""t3.c10"", ""t3.c11"", ""t3.c12"", ""t3.c13"", ""t3.c14"", ""t3.c15"", ""t3.c16"", ""t3.c17"", ""t3.c18"", ""t3.c19"", ""t3.c2"", ""t3.c20"", ""t3.c21"", ""t3.c22"", ""t3.c23"", ""t3.c24"", ""t3.c25"", ""t3.c26"", ""t3.c27"", ""t3.c28"", ""t3.c29"", ""t3.c3"", ""t3.c30"", ""t3.c31"", ""t3.c32"", ""t3.c33"", ""t3.c34"", ""t3.c35"", ""t3.c36"", ""t3.c37"", ""t3.c38"", ""t3.c39"", ""t3.c4"", ""t3.c40"", ""t3.c41"", ""t3.c42"", ""t3.c43"", ""t3.c44"", ""t3.c45"", ""t3.c46"", ""t3.c47"", ""t3.c48"", ""t3.c49"", ""t3.c5"", ""t3.c6"", ""t3.c7"", ""t3.c8"", ""t3.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000010,verification.jsonl,/warnings/4/details,/target_groups/0/field_mapping/c1.f7,column,unique_exact_identifier_name,1,1,1,t3.LastUpdate,t3.c27,49,"[""t3.c1"", ""t3.c10"", ""t3.c11"", ""t3.c12"", ""t3.c13"", ""t3.c14"", ""t3.c15"", ""t3.c16"", ""t3.c17"", ""t3.c18"", ""t3.c19"", ""t3.c2"", ""t3.c20"", ""t3.c21"", ""t3.c22"", ""t3.c23"", ""t3.c24"", ""t3.c25"", ""t3.c26"", ""t3.c27"", ""t3.c28"", ""t3.c29"", ""t3.c3"", ""t3.c30"", ""t3.c31"", ""t3.c32"", ""t3.c33"", ""t3.c34"", ""t3.c35"", ""t3.c36"", ""t3.c37"", ""t3.c38"", ""t3.c39"", ""t3.c4"", ""t3.c40"", ""t3.c41"", ""t3.c42"", ""t3.c43"", ""t3.c44"", ""t3.c45"", ""t3.c46"", ""t3.c47"", ""t3.c48"", ""t3.c49"", ""t3.c5"", ""t3.c6"", ""t3.c7"", ""t3.c8"", ""t3.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000010,verification.jsonl,/warnings/5/details,/target_groups/0/field_mapping/c1.f8,column,unique_exact_identifier_name,1,1,1,t3.EILCode,t3.c21,49,"[""t3.c1"", ""t3.c10"", ""t3.c11"", ""t3.c12"", ""t3.c13"", ""t3.c14"", ""t3.c15"", ""t3.c16"", ""t3.c17"", ""t3.c18"", ""t3.c19"", ""t3.c2"", ""t3.c20"", ""t3.c21"", ""t3.c22"", ""t3.c23"", ""t3.c24"", ""t3.c25"", ""t3.c26"", ""t3.c27"", ""t3.c28"", ""t3.c29"", ""t3.c3"", ""t3.c30"", ""t3.c31"", ""t3.c32"", ""t3.c33"", ""t3.c34"", ""t3.c35"", ""t3.c36"", ""t3.c37"", ""t3.c38"", ""t3.c39"", ""t3.c4"", ""t3.c40"", ""t3.c41"", ""t3.c42"", ""t3.c43"", ""t3.c44"", ""t3.c45"", ""t3.c46"", ""t3.c47"", ""t3.c48"", ""t3.c49"", ""t3.c5"", ""t3.c6"", ""t3.c7"", ""t3.c8"", ""t3.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000010,verification.jsonl,/warnings/6/details,/target_groups/0/field_mapping/c1.f9,column,unique_exact_identifier_name,1,1,1,t3.GSoffered,t3.c25,49,"[""t3.c1"", ""t3.c10"", ""t3.c11"", ""t3.c12"", ""t3.c13"", ""t3.c14"", ""t3.c15"", ""t3.c16"", ""t3.c17"", ""t3.c18"", ""t3.c19"", ""t3.c2"", ""t3.c20"", ""t3.c21"", ""t3.c22"", ""t3.c23"", ""t3.c24"", ""t3.c25"", ""t3.c26"", ""t3.c27"", ""t3.c28"", ""t3.c29"", ""t3.c3"", ""t3.c30"", ""t3.c31"", ""t3.c32"", ""t3.c33"", ""t3.c34"", ""t3.c35"", ""t3.c36"", ""t3.c37"", ""t3.c38"", ""t3.c39"", ""t3.c4"", ""t3.c40"", ""t3.c41"", ""t3.c42"", ""t3.c43"", ""t3.c44"", ""t3.c45"", ""t3.c46"", ""t3.c47"", ""t3.c48"", ""t3.c49"", ""t3.c5"", ""t3.c6"", ""t3.c7"", ""t3.c8"", ""t3.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000010,verification.jsonl,/warnings/7/details,/target_groups/0/field_mapping/c1.f10,column,unique_exact_identifier_name,1,1,1,t3.GSserved,t3.c26,49,"[""t3.c1"", ""t3.c10"", ""t3.c11"", ""t3.c12"", ""t3.c13"", ""t3.c14"", ""t3.c15"", ""t3.c16"", ""t3.c17"", ""t3.c18"", ""t3.c19"", ""t3.c2"", ""t3.c20"", ""t3.c21"", ""t3.c22"", ""t3.c23"", ""t3.c24"", ""t3.c25"", ""t3.c26"", ""t3.c27"", ""t3.c28"", ""t3.c29"", ""t3.c3"", ""t3.c30"", ""t3.c31"", ""t3.c32"", ""t3.c33"", ""t3.c34"", ""t3.c35"", ""t3.c36"", ""t3.c37"", ""t3.c38"", ""t3.c39"", ""t3.c4"", ""t3.c40"", ""t3.c41"", ""t3.c42"", ""t3.c43"", ""t3.c44"", ""t3.c45"", ""t3.c46"", ""t3.c47"", ""t3.c48"", ""t3.c49"", ""t3.c5"", ""t3.c6"", ""t3.c7"", ""t3.c8"", ""t3.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000219,verification.jsonl,/warnings/0/details,/target_groups/0/field_mapping/c1.f8,column,unique_exact_identifier_name,1,1,1,t8.k_symbol,t8.c7,10,"[""t8.c1"", ""t8.c10"", ""t8.c2"", ""t8.c3"", ""t8.c4"", ""t8.c5"", ""t8.c6"", ""t8.c7"", ""t8.c8"", ""t8.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000219,verification.jsonl,/warnings/1/details,/target_groups/0/field_mapping/c1.f9,column,unique_exact_identifier_name,1,1,1,t8.bank,t8.c5,10,"[""t8.c1"", ""t8.c10"", ""t8.c2"", ""t8.c3"", ""t8.c4"", ""t8.c5"", ""t8.c6"", ""t8.c7"", ""t8.c8"", ""t8.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000219,verification.jsonl,/warnings/2/details,/target_groups/0/field_mapping/c1.f10,column,unique_exact_identifier_name,1,1,1,t8.account,t8.c1,10,"[""t8.c1"", ""t8.c10"", ""t8.c2"", ""t8.c3"", ""t8.c4"", ""t8.c5"", ""t8.c6"", ""t8.c7"", ""t8.c8"", ""t8.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000165,verification.jsonl,/warnings/0/details,/target_groups/0/field_mapping/c1.f1,column,unique_exact_identifier_name,1,1,1,t9.superhero_name,t9.c11,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000165,verification.jsonl,/warnings/1/details,/target_groups/0/field_mapping/c1.f2,column,unique_exact_identifier_name,1,1,1,t9.full_name,t9.c3,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000165,verification.jsonl,/warnings/2/details,/target_groups/0/field_mapping/c1.f4,column,unique_exact_identifier_name,1,1,1,t9.gender_id,t9.c4,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000165,verification.jsonl,/warnings/3/details,/target_groups/0/field_mapping/c1.f5,column,unique_exact_identifier_name,1,1,1,t9.eye_colour_id,t9.c2,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000165,verification.jsonl,/warnings/4/details,/target_groups/0/field_mapping/c1.f6,column,unique_exact_identifier_name,1,1,1,t9.hair_colour_id,t9.c5,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000165,verification.jsonl,/warnings/5/details,/target_groups/0/field_mapping/c1.f7,column,unique_exact_identifier_name,1,1,1,t9.skin_colour_id,t9.c10,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000165,verification.jsonl,/warnings/6/details,/target_groups/0/field_mapping/c1.f8,column,unique_exact_identifier_name,1,1,1,t9.race_id,t9.c9,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000165,verification.jsonl,/warnings/7/details,/target_groups/0/field_mapping/c1.f9,column,unique_exact_identifier_name,1,1,1,t9.publisher_id,t9.c8,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000165,verification.jsonl,/warnings/8/details,/target_groups/0/field_mapping/c1.f10,column,unique_exact_identifier_name,1,1,1,t9.alignment_id,t9.c1,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000165,verification.jsonl,/warnings/9/details,/target_groups/0/field_mapping/c1.f11,column,unique_exact_identifier_name,1,1,1,t9.height_cm,t9.c6,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000165,verification.jsonl,/warnings/10/details,/target_groups/0/field_mapping/c1.f12,column,unique_exact_identifier_name,1,1,1,t9.weight_kg,t9.c12,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000307,verification.jsonl,/warnings/0/details,/target_groups/0/field_mapping/c1.f1,column,unique_exact_identifier_name,1,1,1,t3.home_team_api_id,t3.c88,115,"[""t3.c1"", ""t3.c10"", ""t3.c100"", ""t3.c101"", ""t3.c102"", ""t3.c103"", ""t3.c104"", ""t3.c105"", ""t3.c106"", ""t3.c107"", ""t3.c108"", ""t3.c109"", ""t3.c11"", ""t3.c110"", ""t3.c111"", ""t3.c112"", ""t3.c113"", ""t3.c114"", ""t3.c115"", ""t3.c12"", ""t3.c13"", ""t3.c14"", ""t3.c15"", ""t3.c16"", ""t3.c17"", ""t3.c18"", ""t3.c19"", ""t3.c2"", ""t3.c20"", ""t3.c21"", ""t3.c22"", ""t3.c23"", ""t3.c24"", ""t3.c25"", ""t3.c26"", ""t3.c27"", ""t3.c28"", ""t3.c29"", ""t3.c3"", ""t3.c30"", ""t3.c31"", ""t3.c32"", ""t3.c33"", ""t3.c34"", ""t3.c35"", ""t3.c36"", ""t3.c37"", ""t3.c38"", ""t3.c39"", ""t3.c4"", ""t3.c40"", ""t3.c41"", ""t3.c42"", ""t3.c43"", ""t3.c44"", ""t3.c45"", ""t3.c46"", ""t3.c47"", ""t3.c48"", ""t3.c49"", ""t3.c5"", ""t3.c50"", ""t3.c51"", ""t3.c52"", ""t3.c53"", ""t3.c54"", ""t3.c55"", ""t3.c56"", ""t3.c57"", ""t3.c58"", ""t3.c59"", ""t3.c6"", ""t3.c60"", ""t3.c61"", ""t3.c62"", ""t3.c63"", ""t3.c64"", ""t3.c65"", ""t3.c66"", ""t3.c67"", ""t3.c68"", ""t3.c69"", ""t3.c7"", ""t3.c70"", ""t3.c71"", ""t3.c72"", ""t3.c73"", ""t3.c74"", ""t3.c75"", ""t3.c76"", ""t3.c77"", ""t3.c78"", ""t3.c79"", ""t3.c8"", ""t3.c80"", ""t3.c81"", ""t3.c82"", ""t3.c83"", ""t3.c84"", ""t3.c85"", ""t3.c86"", ""t3.c87"", ""t3.c88"", ""t3.c89"", ""t3.c9"", ""t3.c90"", ""t3.c91"", ""t3.c92"", ""t3.c93"", ""t3.c94"", ""t3.c95"", ""t3.c96"", ""t3.c97"", ""t3.c98"", ""t3.c99""]",UNKNOWN_COLUMN_ID,PASS
seed_000307,verification.jsonl,/warnings/1/details,/target_groups/0/field_mapping/c1.f2,column,unique_exact_identifier_name,1,1,1,t3.away_team_api_id,t3.c34,115,"[""t3.c1"", ""t3.c10"", ""t3.c100"", ""t3.c101"", ""t3.c102"", ""t3.c103"", ""t3.c104"", ""t3.c105"", ""t3.c106"", ""t3.c107"", ""t3.c108"", ""t3.c109"", ""t3.c11"", ""t3.c110"", ""t3.c111"", ""t3.c112"", ""t3.c113"", ""t3.c114"", ""t3.c115"", ""t3.c12"", ""t3.c13"", ""t3.c14"", ""t3.c15"", ""t3.c16"", ""t3.c17"", ""t3.c18"", ""t3.c19"", ""t3.c2"", ""t3.c20"", ""t3.c21"", ""t3.c22"", ""t3.c23"", ""t3.c24"", ""t3.c25"", ""t3.c26"", ""t3.c27"", ""t3.c28"", ""t3.c29"", ""t3.c3"", ""t3.c30"", ""t3.c31"", ""t3.c32"", ""t3.c33"", ""t3.c34"", ""t3.c35"", ""t3.c36"", ""t3.c37"", ""t3.c38"", ""t3.c39"", ""t3.c4"", ""t3.c40"", ""t3.c41"", ""t3.c42"", ""t3.c43"", ""t3.c44"", ""t3.c45"", ""t3.c46"", ""t3.c47"", ""t3.c48"", ""t3.c49"", ""t3.c5"", ""t3.c50"", ""t3.c51"", ""t3.c52"", ""t3.c53"", ""t3.c54"", ""t3.c55"", ""t3.c56"", ""t3.c57"", ""t3.c58"", ""t3.c59"", ""t3.c6"", ""t3.c60"", ""t3.c61"", ""t3.c62"", ""t3.c63"", ""t3.c64"", ""t3.c65"", ""t3.c66"", ""t3.c67"", ""t3.c68"", ""t3.c69"", ""t3.c7"", ""t3.c70"", ""t3.c71"", ""t3.c72"", ""t3.c73"", ""t3.c74"", ""t3.c75"", ""t3.c76"", ""t3.c77"", ""t3.c78"", ""t3.c79"", ""t3.c8"", ""t3.c80"", ""t3.c81"", ""t3.c82"", ""t3.c83"", ""t3.c84"", ""t3.c85"", ""t3.c86"", ""t3.c87"", ""t3.c88"", ""t3.c89"", ""t3.c9"", ""t3.c90"", ""t3.c91"", ""t3.c92"", ""t3.c93"", ""t3.c94"", ""t3.c95"", ""t3.c96"", ""t3.c97"", ""t3.c98"", ""t3.c99""]",UNKNOWN_COLUMN_ID,PASS
