sample_id,db_id,method,error_category,error_stage,error_type,error_message,detected_mode,detected_format
final_archeology_039,archeology,J-FS-M,correct,correct,,,semi_structured,markdown_table
final_archeology_040,archeology,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,key_value
final_archeology_041,archeology,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,key_value
final_archeology_042,archeology,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,multi_table
final_archeology_043,archeology,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_archeology_044,archeology,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_archeology_045,archeology,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_archeology_046,archeology,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_archeology_047,archeology,J-FS-M,E1_invalid_output,parsing,parse_error,,free_text,free_text
final_archeology_048,archeology,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_archeology_049,archeology,J-FS-M,correct,correct,,,semi_structured,multi_json_collection
final_archeology_050,archeology,J-FS-M,correct,correct,,,semi_structured,multi_json_collection
final_archeology_051,archeology,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,json_array
final_archeology_052,archeology,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_archeology_053,archeology,J-FS-M,correct,correct,,,semi_structured,markdown_table
final_archeology_054,archeology,J-FS-M,correct,correct,,,semi_structured,markdown_table
final_archeology_055,archeology,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_archeology_056,archeology,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_archeology_057,archeology,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_archeology_058,archeology,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_archeology_059,archeology,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_archeology_060,archeology,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_polar_001,polar,J-FS-M,E1_invalid_output,parsing,parse_error,,free_text,free_text
final_polar_002,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_polar_003,polar,J-FS-M,E16_state_mismatch,state,wrong_state,,free_text,free_text
final_polar_004,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_polar_005,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_polar_006,polar,J-FS-M,correct,correct,,,semi_structured,json_array
final_polar_007,polar,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,markdown_table
final_polar_008,polar,J-FS-M,correct,correct,,,semi_structured,markdown_table
final_polar_009,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_polar_010,polar,J-FS-M,correct,correct,,,semi_structured,key_value
final_polar_011,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,key_value
final_polar_012,polar,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,key_value
final_polar_013,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_polar_014,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_polar_015,polar,J-FS-M,correct,correct,,,semi_structured,csv
final_polar_016,polar,J-FS-M,E3_unknown_column,interpretation,UNKNOWN_COLUMN,equipment: unknown column 'utilization'.,free_text,free_text
final_polar_017,polar,J-FS-M,E1_invalid_output,parsing,parse_error,,free_text,free_text
final_polar_018,polar,J-FS-M,E4_missing_column,compilation,MISSING_REQUIRED_COLUMN,lightingandsafety: missing required columns: lighteqref.,free_text,free_text
final_polar_019,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_polar_020,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,json_array
final_polar_021,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_polar_022,polar,J-FS-M,correct,correct,,,semi_structured,markdown_table
final_polar_023,polar,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,markdown_table
final_polar_024,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_polar_025,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_polar_026,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_polar_027,polar,J-FS-M,correct,correct,,,semi_structured,multi_table
final_polar_028,polar,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_polar_029,polar,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_polar_030,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_polar_031,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_polar_032,polar,J-FS-M,correct,correct,,,free_text,free_text
final_polar_033,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_polar_034,polar,J-FS-M,correct,correct,,,semi_structured,json_object
final_polar_035,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_polar_036,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_polar_037,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_polar_038,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_polar_039,polar,J-FS-M,E4_missing_column,compilation,MISSING_REQUIRED_COLUMN,engineandfluids: missing required columns: engfluidseqref.,semi_structured,markdown_table
final_polar_040,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_polar_041,polar,J-FS-M,correct,correct,,,semi_structured,multi_table
final_polar_042,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_polar_043,polar,J-FS-M,correct,correct,,,semi_structured,csv
final_polar_044,polar,J-FS-M,correct,correct,,,semi_structured,csv
final_polar_045,polar,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_polar_046,polar,J-FS-M,correct,correct,,,free_text,free_text
final_polar_047,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_polar_048,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_polar_049,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_polar_050,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_polar_051,polar,J-FS-M,correct,correct,,,semi_structured,json_array
final_polar_052,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_polar_053,polar,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,markdown_table
final_polar_054,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_polar_055,polar,J-FS-M,correct,correct,,,semi_structured,multi_table
final_polar_056,polar,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,multi_table
final_polar_057,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_polar_058,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_polar_059,polar,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_polar_060,polar,J-FS-M,E4_missing_column,compilation,MISSING_REQUIRED_COLUMN,cabinenvironment: missing required columns: cabineqref.,semi_structured,csv
final_robot_001,robot,J-FS-M,correct,correct,,,free_text,free_text
final_robot_002,robot,J-FS-M,correct,correct,,,free_text,free_text
final_robot_003,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_robot_004,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_robot_005,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_robot_006,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,json_object
final_robot_007,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_robot_008,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_robot_009,robot,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,markdown_table
final_robot_010,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_robot_011,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_robot_012,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_robot_013,robot,J-FS-M,correct,correct,,,semi_structured,csv
final_robot_014,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_robot_015,robot,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_robot_016,robot,J-FS-M,E1_invalid_output,parsing,parse_error,,free_text,free_text
final_robot_017,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_robot_018,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_robot_019,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_robot_020,robot,J-FS-M,correct,correct,,,semi_structured,json_array
final_robot_021,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_robot_022,robot,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,markdown_table
final_robot_023,robot,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,markdown_table
final_robot_024,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_robot_025,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_robot_026,robot,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,multi_table
final_robot_027,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_robot_028,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_robot_029,robot,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_robot_030,robot,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_robot_031,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_robot_032,robot,J-FS-M,E1_invalid_output,parsing,parse_error,,free_text,free_text
final_robot_033,robot,J-FS-M,E4_missing_column,compilation,MISSING_REQUIRED_COLUMN,robot_record: missing required columns: recreg.,free_text,free_text
final_robot_034,robot,J-FS-M,correct,correct,,,semi_structured,multi_json_collection
final_robot_035,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_robot_036,robot,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,multi_json_collection
final_robot_037,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_robot_038,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_robot_039,robot,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,markdown_table
final_robot_040,robot,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,multi_table
final_robot_041,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_robot_042,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_robot_043,robot,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_robot_044,robot,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_robot_045,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_robot_046,robot,J-FS-M,correct,correct,,,free_text,free_text
final_robot_047,robot,J-FS-M,correct,correct,,,free_text,free_text
final_robot_048,robot,J-FS-M,E2_wrong_table,interpretation,UNKNOWN_TABLE,Unknown table 'majors'.,free_text,free_text
final_robot_049,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_robot_050,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_robot_051,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,json_object
final_robot_052,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_robot_053,robot,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,markdown_table
final_robot_054,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_robot_055,robot,J-FS-M,correct,correct,,,semi_structured,multi_table
final_robot_056,robot,J-FS-M,E3_unknown_column,interpretation,UNKNOWN_COLUMN,actuation_data: unknown column 'tcpuval'.,semi_structured,multi_table
final_robot_057,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_robot_058,robot,J-FS-M,correct,correct,,,semi_structured,csv
final_robot_059,robot,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_robot_060,robot,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_vaccine_001,vaccine,J-FS-M,E16_state_mismatch,state,wrong_state,,free_text,free_text
final_vaccine_002,vaccine,J-FS-M,E2_wrong_table,interpretation,UNKNOWN_TABLE,Unknown table 'majors'.,free_text,free_text
final_vaccine_003,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_vaccine_004,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_vaccine_005,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_vaccine_006,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_vaccine_007,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_vaccine_008,vaccine,J-FS-M,correct,correct,,,semi_structured,markdown_table
final_vaccine_009,vaccine,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,markdown_table
final_vaccine_010,vaccine,J-FS-M,correct,correct,,,semi_structured,key_value
final_vaccine_011,vaccine,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,multi_table
final_vaccine_012,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_vaccine_013,vaccine,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_vaccine_014,vaccine,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_vaccine_015,vaccine,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_vaccine_016,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_vaccine_017,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_vaccine_018,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_vaccine_019,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_vaccine_020,vaccine,J-FS-M,correct,correct,,,semi_structured,json_array
final_vaccine_021,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_vaccine_022,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_vaccine_023,vaccine,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,markdown_table
final_vaccine_024,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_vaccine_025,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_vaccine_026,vaccine,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,multi_table
final_vaccine_027,vaccine,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,multi_table
final_vaccine_028,vaccine,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_vaccine_029,vaccine,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_vaccine_030,vaccine,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_vaccine_031,vaccine,J-FS-M,E3_unknown_column,interpretation,UNKNOWN_COLUMN,shipments: unknown column 'customsstatus'.,free_text,free_text
final_vaccine_032,vaccine,J-FS-M,E3_unknown_column,interpretation,UNKNOWN_COLUMN,container: unknown column 'shipmentregistry'.,free_text,free_text
final_vaccine_033,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_vaccine_034,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,json_array
final_vaccine_035,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_vaccine_036,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_vaccine_037,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_vaccine_038,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_vaccine_039,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_vaccine_040,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,key_value
final_vaccine_041,vaccine,J-FS-M,correct,correct,,,semi_structured,key_value
final_vaccine_042,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,key_value
final_vaccine_043,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_vaccine_044,vaccine,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_vaccine_045,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_vaccine_046,vaccine,J-FS-M,E3_unknown_column,interpretation,UNKNOWN_COLUMN,regulatoryandmaintenance: unknown column 'shipmentregistry'.,free_text,free_text
final_vaccine_047,vaccine,J-FS-M,E3_unknown_column,interpretation,UNKNOWN_COLUMN,container: unknown column 'status'.,free_text,free_text
final_vaccine_048,vaccine,J-FS-M,E4_missing_column,compilation,MISSING_REQUIRED_COLUMN,shipments: missing required columns: shipmentregistry.,free_text,free_text
final_vaccine_049,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_vaccine_050,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_vaccine_051,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,json_array
final_vaccine_052,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_vaccine_053,vaccine,J-FS-M,correct,correct,,,semi_structured,markdown_table
final_vaccine_054,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
