sample_id	stageeng1_split	split_group_id	development_pilot_pool
gretel:train:13069:027056	development_train	564762bee50e258b	false
gretel:train:13084:027071	development_train	e6e5e05841e57264	false
gretel:train:13098:021109	development_train	261083e37b37ecee	false
gretel:train:13131:021142	development_train	34140056e930cc18	false
gretel:train:1316:044494	development_train	c84ab32c5f2446bb	false
gretel:train:13263:021274	development_train	10b945095dcd7fc6	false
gretel:train:13319:021330	development_dev	0f6149334ab2399c	true
gretel:train:13493:021504	development_train	2acecfd23009631e	false
gretel:train:13879:021890	development_train	0b418732205863bf	false
gretel:train:13941:021952	development_train	dc23c86773e6d950	false
gretel:train:13961:021972	development_train	9ff480de05ceeac5	false
gretel:train:13984:021995	development_train	b2b61e16cef4ad1f	false
gretel:train:1408:044586	development_train	f58bfe15556c9a0d	false
gretel:train:14179:022190	development_train	b8c209338e499821	false
gretel:train:14186:022197	development_train	30050014e4221efc	false
gretel:train:14864:022875	development_train	faf876c0bc347f4d	false
gretel:train:15013:023024	development_dev	1b574edcdc667d56	true
gretel:train:1516:044694	development_train	788d97e20febd87d	false
gretel:train:1519:044697	development_train	8bd5220d06fc6489	false
gretel:train:15363:023374	development_train	5869d8d127c2820a	false
gretel:train:15375:023386	development_train	54aec1cce9e17e90	false
gretel:train:15481:023492	development_train	3af330de61156f38	false
gretel:train:15496:023507	development_train	8b63f6ca46cead26	false
gretel:train:15723:023734	development_train	cdcfa2a5a36dd290	false
gretel:train:1580:044758	development_train	8e89958461309b12	false
gretel:train:15913:023924	development_train	ae909c6917588c0a	false
gretel:train:15976:023987	development_train	414eb36354234db0	false
gretel:train:16014:024025	development_train	d61adbd205fbe544	false
gretel:train:16030:024041	development_train	ad128a5fb65e620e	false
gretel:train:16032:024043	development_train	ab149806b615edb2	false
gretel:train:1607:044785	development_train	e6afb335fb95fd1f	false
gretel:train:16110:024121	development_train	bd490d9c183a45cb	false
gretel:train:16309:024320	development_train	8104ff44fdf16a90	false
gretel:train:16729:024740	development_train	dedcabbbc9ed9bea	false
gretel:train:16878:024889	development_train	e4a6a462954439a4	false
gretel:train:17011:025022	development_train	3c86bd9abfc1f27f	false
gretel:train:17288:036342	development_train	11896905f7f1000e	false
gretel:train:17320:036374	development_train	516a151620ab8192	false
gretel:train:17411:036465	development_dev	ddf1b74c9e144273	true
gretel:train:1742:044920	development_train	59a1e6b1b52e6bfb	false
gretel:train:17468:036522	development_dev	bbb5f0b157977394	true
gretel:train:1748:044926	development_train	771eb69d3a9ed742	false
gretel:train:17502:036556	development_train	c5337c7de87b152b	false
gretel:train:17565:036619	development_train	401b04a6dadb0a73	false
gretel:train:17601:036655	development_train	f65cffbbfc5051b1	false
gretel:train:17671:036725	development_train	bee54c615c2d9805	false
gretel:train:17698:036752	development_train	d6fc08dc7ee90d6a	false
gretel:train:17759:036813	development_train	11896905f7f1000e	false
gretel:train:17794:036848	development_train	bb6a564f24e75655	false
gretel:train:17938:036992	development_train	19b371c8e7fb2143	false
gretel:train:17991:037045	development_train	0b7216e5e4382f77	false
gretel:train:17997:037051	development_train	fc80175f6aa1a303	false
gretel:train:18147:037201	development_train	9ad2eb5ae799fbaf	false
gretel:train:18148:037202	development_train	90da57a663a34be0	false
gretel:train:1817:044995	development_train	962de15f30ead0ce	false
gretel:train:18299:037353	development_train	31d0a858401eb431	false
gretel:train:18302:037356	development_train	6c60a47663c7804a	false
gretel:train:18307:037361	development_dev	a92a6105a6432071	true
gretel:train:18332:037386	development_train	f37a21623a8df2a1	false
gretel:train:18432:037486	development_train	3079dbd177594939	false
gretel:train:18605:037659	development_train	0b5a54ca5583adc6	false
gretel:train:18656:051217	development_train	042e680633b29ec7	false
gretel:train:18722:051283	development_train	aa4d391700962ea3	false
gretel:train:18726:051287	development_train	b209488f9e6146b5	false
gretel:train:18827:051388	development_train	962de15f30ead0ce	false
gretel:train:18847:051408	development_dev	b57dd7a22876b90c	true
gretel:train:18991:051552	development_train	7ea250c5f66331b1	false
gretel:train:19007:051568	development_train	5df0560c4957747f	false
gretel:train:19046:051607	development_train	42bc3f947533109a	false
gretel:train:19124:051685	development_train	ff9c4f632305a246	false
gretel:train:19175:051736	development_train	6a3d93ab41dcae3a	false
gretel:train:19208:051769	development_train	016a8f08d0480d69	false
gretel:train:19273:051834	development_train	5b3dc73e2c2e318f	false
gretel:train:19335:051896	development_train	c4b2c0e84fced298	false
gretel:train:19571:052132	development_train	934535b54538efb3	false
gretel:train:19577:052138	development_train	7107c60178b6a62c	false
gretel:train:19614:052175	development_train	107bec73c7cb5456	false
gretel:train:19656:052217	development_train	f637e0b24616605f	false
gretel:train:19674:052235	development_train	9d80ad5f27e22801	false
gretel:train:1967:030588	development_train	7314b0d18138e08a	false
gretel:train:19742:052303	development_train	3ad5639fc166a87d	false
gretel:train:19745:052306	development_train	aaa6a7bdd5cd4cc4	false
gretel:train:19766:052327	development_train	ded5ccbc667a5790	false
gretel:train:19813:052374	development_train	3727c8f2ca83bdd9	false
gretel:train:19913:052474	development_train	6d4cde78981c45a0	false
gretel:train:19967:052528	development_dev	9b6809e7241ea6f5	true
gretel:train:20009:052570	development_train	09e60836a0fd0ef4	false
gretel:train:20046:052607	development_train	4d5e241538fb9d49	false
gretel:train:20127:052688	development_train	e8e116ea9bd0d829	false
gretel:train:20367:052928	development_train	c7b9476bacc55466	false
gretel:train:20532:053093	development_train	3b5fc36c9305ea3e	false
gretel:train:20795:013699	development_train	8eb606055724d484	false
gretel:train:20813:013717	development_train	76c0613ce186df4c	false
gretel:train:2091:030712	development_train	3a217ad5f9633a2f	false
gretel:train:2123:030744	development_train	790d9773b0f8002e	false
gretel:train:21338:014242	development_train	67b6e2a079735598	false
gretel:train:21370:014274	development_train	cb89402a46863f15	false
gretel:train:21470:014374	development_dev	9aaf0fea34cd547e	true
gretel:train:21581:014485	development_train	1308089351cdf0bb	false
gretel:train:21879:014783	development_train	7281198eb8c87590	false
gretel:train:22063:014967	development_train	b7bc2ffd8e36c859	false
gretel:train:22086:014990	development_train	41589ce2e1d16a89	false
gretel:train:22283:076621	development_train	5e6be3c163e6f014	false
gretel:train:22467:076805	development_train	c733f909d5dd9c7d	false
gretel:train:22556:076894	development_train	3d763523bb27b042	false
gretel:train:22602:076940	development_train	d62fa936d112d9cb	false
gretel:train:22676:077014	development_train	4ce8d44dfa1d5e16	false
gretel:train:22804:077142	development_train	30904abb1bcee544	false
gretel:train:22846:077184	development_train	e42745a88965239d	false
gretel:train:22904:077242	development_train	0088589af13e694c	false
gretel:train:22926:077264	development_train	cfb1a6e827b14b11	false
gretel:train:23034:077372	development_train	dbf1a58706474b5e	false
gretel:train:23148:077486	development_train	d1929552ef93a7d2	false
gretel:train:23186:077524	development_train	4fb7789fb0716054	false
gretel:train:23215:077553	development_train	6b20f6ff7585a545	false
gretel:train:23264:077602	development_dev	3b0df7b5795fa646	true
gretel:train:23323:077661	development_train	8566787459810778	false
gretel:train:2362:030983	development_train	5174459548cff7a0	false
gretel:train:236:043414	development_train	43a8b200d341112e	false
gretel:train:23740:078078	development_train	605b902876e850c0	false
gretel:train:2374:030995	development_train	bee54c615c2d9805	false
gretel:train:23896:078234	development_train	1e2d40f7d72ebe46	false
gretel:train:2404:031025	development_train	025ede6653bcbae4	false
gretel:train:24058:078396	development_train	07757a32f776ad1f	false
gretel:train:24182:055119	development_train	449019aa4e5554fb	false
gretel:train:24183:055120	development_train	4b4f6c3c07f7fa40	false
gretel:train:24211:055148	development_train	8cea727e1eacc236	false
gretel:train:24253:055190	development_train	a69134e6c81ebbda	false
gretel:train:24453:055390	development_train	9529e9ceebe17f0f	false
gretel:train:24664:055601	development_train	97fd80ec63dda404	false
gretel:train:24670:055607	development_train	7ce9b75572d12e3e	false
gretel:train:24735:055672	development_train	1e9817335a911f2c	false
gretel:train:24817:055754	development_train	e4e25eeeebd8cdcb	false
gretel:train:24910:055847	development_train	5e42e0e468d3cfca	false
gretel:train:25071:056008	development_train	1713fef02fd0f6d1	false
gretel:train:25196:056133	development_train	c990ff6df8c2e27e	false
gretel:train:25446:056383	development_train	d5b2379529dcf54b	false
gretel:train:25513:056450	development_train	ac8a3708e8aece53	false
gretel:train:25825:056762	development_train	9f5dc0b5c10e19c6	false
gretel:train:25894:056831	development_train	7f72be372e45ef8d	false
gretel:train:26003:056940	development_train	da760be84b0ca625	false
gretel:train:26118:057055	development_train	3b60abe9590f9f94	false
gretel:train:26120:057057	development_train	1ea46150c5047396	false
gretel:train:26310:012092	development_train	772fff11d3233fc1	false
gretel:train:26540:012322	development_train	45c9398cc99cdcf3	false
gretel:train:26545:012327	development_train	610c2eb8ebf59ae2	false
gretel:train:26555:012337	development_train	3727c8f2ca83bdd9	false
gretel:train:26582:012364	development_dev	a5e31cdf7b882d42	true
gretel:train:26953:012735	development_train	06c590ef6a2c79d9	false
gretel:train:27126:012908	development_train	f9d6df3399fa736f	false
gretel:train:27327:013109	development_train	a9f043f22a7b3da2	false
gretel:train:27398:013180	development_train	b473521a67120434	false
gretel:train:27536:013318	development_dev	3a841cde753ce158	true
gretel:train:27546:013328	development_train	2cfaa61e1947a7e0	false
gretel:train:27692:013474	development_train	5d9f8657088d2701	false
gretel:train:27782:003564	development_train	3617dcd298024870	false
gretel:train:27853:003635	development_dev	9d699ff352c71d35	true
gretel:train:2788:031409	development_train	5205e8598db6fc35	false
gretel:train:28061:003843	development_train	c9bfb1a7d339df25	false
gretel:train:28063:003845	development_train	84068db432f0e802	false
gretel:train:28088:003870	development_train	7db72298c1f5c7ce	false
gretel:train:28253:004035	development_train	23f225fc4d343451	false
gretel:train:28427:004209	development_train	1850a71d1a202953	false
gretel:train:28525:004307	development_train	b2dd57b181d4ffe2	false
gretel:train:28631:004413	development_train	e08184aafb2dbbab	false
gretel:train:28699:004481	development_dev	854c5b3e1b402676	true
gretel:train:28746:004528	development_train	cb94a7db8cf7fcd1	false
gretel:train:28789:004571	development_train	d4268ecc60678927	false
gretel:train:28790:004572	development_train	fa0227e7a506674a	false
gretel:train:28808:004590	development_train	38df7c7c98e94949	false
gretel:train:28856:004638	development_train	85fed7fe73ed39d6	false
gretel:train:28867:004649	development_dev	49e4fbbfce8d7140	true
gretel:train:28883:004665	development_train	68fb7d6cd0023b1d	false
gretel:train:29000:004782	development_dev	37722ef6ce2a4a5d	true
gretel:train:29019:004801	development_train	ee0f5fda550ff520	false
gretel:train:29092:004874	development_dev	26cf995112d3acd9	true
gretel:train:29254:005036	development_train	ce861439773155d9	false
gretel:train:29799:034233	development_train	476e5ef503377c9c	false
gretel:train:303:043481	development_train	114e06b52ad2fff8	false
gretel:train:30502:034936	development_dev	6f52f4146df3a2f5	true
gretel:train:30613:035047	development_train	16591156e256e635	false
gretel:train:30676:035110	development_train	21b02538c62f818f	false
gretel:train:30723:035157	development_dev	4701aeb3f9e8532b	true
gretel:train:30726:035160	development_train	09b200b1b602fe48	false
gretel:train:30843:035277	development_dev	6aa0dc9f70e65488	true
gretel:train:30887:035321	development_train	79d54f276dcfbc10	false
gretel:train:30898:035332	development_train	256b125d41b8d3cb	false
gretel:train:30960:035394	development_train	f2b285b33323b714	false
gretel:train:31074:035508	development_train	cd81c7799ddb0589	false
gretel:train:3112:031733	development_dev	bcc0a31d9f6e6fa7	true
gretel:train:31290:035724	development_train	4451f20a85a39e95	false
gretel:train:31370:035804	development_train	fb4a5fcc8966929a	false
gretel:train:31450:035884	development_train	bba15bf05a90720e	false
gretel:train:31567:036001	development_train	faec4be26b000300	false
gretel:train:31714:032176	development_train	5a5443d5dfd20449	false
gretel:train:31742:032204	development_train	d05b8d2cd7ef7772	false
gretel:train:31775:032237	development_dev	4b16c5db9ed6cc12	true
gretel:train:32091:032553	development_train	2991fe828160f83d	false
gretel:train:32124:032586	development_train	02fbdca1619abdec	false
gretel:train:32541:033003	development_train	1115183a2f4ae96b	false
gretel:train:32590:033052	development_train	e086434b52e50f18	false
gretel:train:32601:033063	development_train	e0216462566bc919	false
gretel:train:32634:033096	development_train	6e38f10332fa1e54	false
gretel:train:32637:033099	development_train	a318e0c19111f3b7	false
gretel:train:32760:033222	development_train	dec003f814eabfb4	false
gretel:train:32859:033321	development_train	44819ee24946013c	false
gretel:train:3287:031908	development_train	d417d705d6121299	false
gretel:train:32893:033355	development_train	f8d56225f72d4caf	false
gretel:train:32896:033358	development_dev	87787fab7565663d	true
gretel:train:32945:033407	development_dev	4b5619600eae1fc3	true
gretel:train:33330:033792	development_train	cff7b5b61430c70f	false
gretel:train:33420:033882	development_train	1cc7c248f5e91640	false
gretel:train:33440:033902	development_train	eaf887bd07f33b73	false
gretel:train:3350:031971	development_train	a4c9bc2a822d8585	false
gretel:train:33518:033980	development_train	94f77898168822a3	false
gretel:train:33543:034005	development_train	1e43d80926ff2ddd	false
gretel:train:33544:034006	development_train	06c17b96c5006264	false
gretel:train:33830:037861	development_train	dd8a9b8cc7e6b652	false
gretel:train:3397:032018	development_train	6ac5600cca7ce00d	false
gretel:train:34270:038301	development_train	8323f89510ae1690	false
gretel:train:34434:038465	development_train	6097cc6383200eda	false
gretel:train:34545:038576	development_train	f9f2fb6c6f01c35e	false
gretel:train:34592:038623	development_train	92109699233d3354	false
gretel:train:34743:038774	development_train	8334b6634f670b7d	false
gretel:train:34852:038883	development_train	b1363afc8c02fdca	false
gretel:train:35002:039033	development_train	fefb266b7266ea62	false
gretel:train:35201:049166	development_train	a5c0ea5efa456d40	false
gretel:train:35331:049296	development_train	002f252ed0ded641	false
gretel:train:3539:032160	development_train	d6eed869559d583a	false
gretel:train:35435:049400	development_train	0a656dbcf99b1e9f	false
gretel:train:35457:049422	development_train	7600858cda74a1f1	false
gretel:train:35656:049621	development_train	3f2c1bb7d75b1de4	false
gretel:train:35726:049691	development_train	8812db4c6666f2f1	false
gretel:train:35784:049749	development_train	a3409662df9eb6c0	false
gretel:train:35786:049751	development_train	aa6744fd995dea53	false
gretel:train:35956:049921	development_train	a0e774564bc65f34	false
gretel:train:36096:050061	development_train	af84ae9411f75e89	false
gretel:train:36215:050180	development_train	fc0f8af80ab5c740	false
gretel:train:3625:002048	development_train	0fd92520f4bee797	false
gretel:train:36350:050315	development_train	d5668c3e26fb841c	false
gretel:train:36371:050336	development_train	27aaaf361f7e3f67	false
gretel:train:36435:050400	development_train	318d4fd906c85fb0	false
gretel:train:36555:050520	development_train	12a12e79760cbfd8	false
gretel:train:36581:050546	development_dev	2ba8746c0033574d	true
gretel:train:36591:050556	development_train	96316eef219799a2	false
gretel:train:36705:050670	development_train	f1f4b3ee66a96310	false
gretel:train:36808:050773	development_train	dc23c86773e6d950	false
gretel:train:36984:050949	development_train	7c44f5cee3a4cc3b	false
gretel:train:37089:051054	development_train	9851be80dd1d3ecb	false
gretel:train:37124:051089	development_train	048de2f6f3e261ed	false
gretel:train:37226:041204	development_train	bd1cbb94b745130d	false
gretel:train:37289:041267	development_train	e30809cb84cee077	false
gretel:train:37508:041486	development_train	f637e0b24616605f	false
gretel:train:3751:002174	development_train	b7fe7e7c98c8df1d	false
gretel:train:37608:041586	development_train	7281198eb8c87590	false
gretel:train:3765:002188	development_train	1ff40823ab8183df	false
gretel:train:37712:041690	development_train	dbe13702d39a9bde	false
gretel:train:37781:041759	development_train	715ac9366009a936	false
gretel:train:37924:041902	development_train	ded5ccbc667a5790	false
gretel:train:37954:041932	development_train	0d2f8c02ab1dc532	false
gretel:train:38111:042089	development_train	a4f16304ab692a4c	false
gretel:train:38155:042133	development_train	b873ff36e54a2961	false
gretel:train:38211:042189	development_train	50b218942cb004d8	false
gretel:train:38473:042451	development_train	ca07d891a4cea811	false
gretel:train:3850:002273	development_train	dfed94124e42fb37	false
gretel:train:38605:042583	development_train	01dc8433f991e0af	false
gretel:train:38658:042636	development_train	4451f20a85a39e95	false
gretel:train:38665:042643	development_train	8603bff1890ff567	false
gretel:train:38757:042735	development_train	e4a6a462954439a4	false
gretel:train:38776:042754	development_train	0ce68c20614934e9	false
gretel:train:38843:042821	development_train	acf7db58deda6a50	false
gretel:train:38927:042905	development_train	f1ac15eb356b3f59	false
gretel:train:39093:043071	development_train	c1759b1ede8ae5aa	false
gretel:train:39279:068623	development_train	d7328645a6973e62	false
gretel:train:39282:068626	development_train	fefb266b7266ea62	false
gretel:train:39300:068644	development_train	bafb5f3f2fe5ae22	false
gretel:train:39471:068815	development_train	85edc15dde18577c	false
gretel:train:39528:068872	development_train	73cca3ede4a0f1ef	false
gretel:train:39667:069011	development_dev	c74ac9560439f617	true
gretel:train:39801:069145	development_train	ba576e461470d8f5	false
gretel:train:39960:069304	development_train	8b3ea87140175040	false
gretel:train:40790:070134	development_dev	2b30cf86be12fb41	true
gretel:train:40832:070176	development_dev	f295b6329e1c8f5c	true
gretel:train:40903:070247	development_train	1e8f5840ae9e138b	false
gretel:train:41003:070347	development_train	86897fb827793364	false
gretel:train:4100:002523	development_train	268baf4284199a43	false
gretel:train:41239:082107	development_train	22e207641df10ee5	false
gretel:train:41259:082127	development_train	8bcf67cbb673d3e9	false
gretel:train:4131:002554	development_train	ba9725574f4853da	false
gretel:train:41454:082322	development_train	264184c9c4cada82	false
gretel:train:41588:082456	development_train	807fce9a1bc68d24	false
gretel:train:41663:082531	development_train	2fb00e92f51e098c	false
gretel:train:41814:082682	development_train	9c78c515d287bdbf	false
gretel:train:41850:082718	development_dev	9aaf0fea34cd547e	true
gretel:train:41973:082841	development_train	55cbf2ef00d1a70e	false
gretel:train:41981:082849	development_train	4a8b29d7bd71ef2d	false
gretel:train:42025:082893	development_train	6b387f4c8019ac31	false
gretel:train:42049:082917	development_train	76f1d6edd03a78a7	false
gretel:train:42074:082942	development_train	f501f0afb54ba98a	false
gretel:train:42088:082956	development_train	5f75f891a9175381	false
gretel:train:42097:082965	development_train	90f66dfdce4d4e77	false
gretel:train:42471:083339	development_train	51491a81e08e58cf	false
gretel:train:42473:083341	development_train	d03dca33de38a4f3	false
gretel:train:42492:083360	development_train	73cca3ede4a0f1ef	false
gretel:train:42499:083367	development_train	2f8b4a9966ba1963	false
gretel:train:4265:002688	development_train	ec397b16ccdeea93	false
gretel:train:42718:083586	development_train	b031308870e59dc9	false
gretel:train:42896:083764	development_dev	16b29c6ea1895e26	true
gretel:train:43238:084106	development_train	581b0b8c2221c4b1	false
gretel:train:43339:027161	development_train	07757a32f776ad1f	false
gretel:train:43451:027273	development_dev	c739d1949c840066	true
gretel:train:43526:027348	development_dev	11795c23d7e5262c	true
gretel:train:43573:027395	development_train	e300bdfda91e3ffb	false
gretel:train:43635:027457	development_train	f7f905041b1cd2fe	false
gretel:train:43642:027464	development_train	3d0803bc84ab8549	false
gretel:train:43646:027468	development_train	fc15b279311b1179	false
gretel:train:43822:027644	development_train	00cfbab059a48725	false
gretel:train:4421:002844	development_train	2e113d0e32bc9c7e	false
gretel:train:44224:028046	development_train	1ff40823ab8183df	false
gretel:train:4425:002848	development_train	7c83414e99586684	false
gretel:train:44283:028105	development_train	6e8609fb9a5eba10	false
gretel:train:44290:028112	development_train	673d909e0ccbad17	false
gretel:train:44319:028141	development_train	d417d705d6121299	false
gretel:train:4438:002861	development_train	07757a32f776ad1f	false
gretel:train:44569:028391	development_train	3aa4e00badd50e3e	false
gretel:train:44666:028488	development_train	6b7c49579c207431	false
gretel:train:44842:086119	development_train	2fb2a6d1d121b1db	false
gretel:train:44917:086194	development_train	9d5a59ee95e069fe	false
gretel:train:45033:086310	development_train	c0b759bed00c03f4	false
gretel:train:45103:086380	development_train	a2b60b9ba33d8de5	false
gretel:train:45168:086445	development_train	6dcca907ac1e45ac	false
gretel:train:45272:086549	development_train	94998d6f01cd43a9	false
gretel:train:45383:086660	development_train	bd490d9c183a45cb	false
gretel:train:45411:086688	development_dev	b61bd6ad65d02e07	true
gretel:train:45444:086721	development_train	7905963966de2e0c	false
gretel:train:45496:086773	development_train	7b9c8f6e5e4325bf	false
gretel:train:4568:002991	development_train	52a13480f67d7a01	false
gretel:train:4575:002998	development_train	706fa69c798f175b	false
gretel:train:45911:087188	development_train	f5907a3d479319f7	false
gretel:train:46048:087325	development_train	fa1e57300c48b9be	false
gretel:train:46173:087450	development_train	5d7172620f80b79f	false
gretel:train:46222:087499	development_train	67a70c6f6f92cfde	false
gretel:train:46451:087728	development_train	40a61b6657b23a59	false
gretel:train:46607:087884	development_train	3af7a33a0a275bf1	false
gretel:train:46644:087921	development_dev	20bee5aeed505f7b	true
gretel:train:46876:072621	development_train	318d4fd906c85fb0	false
gretel:train:47119:072864	development_train	21ef79aec8c3b444	false
gretel:train:47185:072930	development_train	fefb266b7266ea62	false
gretel:train:47215:072960	development_train	021646fec5091681	false
gretel:train:47232:072977	development_train	05925647ee004542	false
gretel:train:47364:073109	development_dev	c58c48e29c84492d	true
gretel:train:47411:073156	development_train	ba9725574f4853da	false
gretel:train:47511:073256	development_dev	a66363426b7cd223	true
gretel:train:47539:073284	development_train	3f92cfc72f4bcc3d	false
gretel:train:47581:073326	development_train	b29ea390d822a3ca	false
gretel:train:47603:073348	development_train	3c9ce3244a679264	false
gretel:train:47646:073391	development_dev	9b4f8fca5d36f616	true
gretel:train:4771:003194	development_train	c5401e43c771f293	false
gretel:train:47847:073592	development_train	efbf6e591081a86d	false
gretel:train:47990:073735	development_train	741111baba6d99e8	false
gretel:train:48270:074015	development_train	081652d4ee16398b	false
gretel:train:48363:074108	development_train	5d21f8ed5b4cc591	false
gretel:train:48512:074257	development_train	414eb36354234db0	false
gretel:train:48540:074285	development_train	f24d30d548adfab9	false
gretel:train:48987:015220	development_train	8603bff1890ff567	false
gretel:train:49007:015240	development_train	e547d0a242ea2409	false
gretel:train:4910:003333	development_train	e12aa8dbc159b281	false
gretel:train:49185:015418	development_train	e9924d23016730bd	false
gretel:train:49198:015431	development_train	6df4edfc908a628f	false
gretel:train:491:043669	development_train	8fa113d6027eb544	false
gretel:train:49231:015464	development_train	184caeac2e96e0df	false
gretel:train:4928:003351	development_train	0b80a2b3c26189c7	false
gretel:train:49451:015684	development_train	82009006a5a2b2fe	false
gretel:train:49476:015709	development_train	9dd892745d8640c4	false
gretel:train:49627:015860	development_train	e7218b48d136415a	false
gretel:train:49681:015914	development_train	336cdbd791a78d29	false
gretel:train:49768:016001	development_train	701b31e12d6ab341	false
gretel:train:49787:016020	development_train	2152f2ff060a9790	false
gretel:train:49790:016023	development_train	6b7c49579c207431	false
gretel:train:49902:016135	development_dev	daeaeac9a07a61ff	true
gretel:train:49990:016223	development_train	791563286c645aae	false
gretel:train:50046:016279	development_train	0b112179536ff212	false
gretel:train:50086:016319	development_train	457691fc891a65e2	false
gretel:train:50254:016487	development_train	667ee8f1ecafece1	false
gretel:train:50283:016516	development_train	e060d72183149c23	false
gretel:train:50812:017045	development_train	e1613acdcff91e02	false
gretel:train:50822:017055	development_dev	fe0e4273e3b505dc	true
gretel:train:50881:005513	development_train	f0f260057b8e4541	false
gretel:train:50887:005519	development_train	59a124d9763364c8	false
gretel:train:50998:005630	development_dev	bc83e6c3a2325fee	true
gretel:train:51111:005743	development_train	8cea727e1eacc236	false
gretel:train:51249:005881	development_train	eb377697f231ab71	false
gretel:train:51256:005888	development_train	bc7c5e88d2461767	false
gretel:train:51297:005929	development_train	2b67bbdd46490bd9	false
gretel:train:51310:005942	development_train	f840617ea05ac0bb	false
gretel:train:51344:005976	development_train	ebd8f5b968654e7c	false
gretel:train:51660:006292	development_train	3f2c1bb7d75b1de4	false
gretel:train:5166:000069	development_train	b49980e3eea79bb1	false
gretel:train:51769:006401	development_train	2c0b27a1f7deb3ad	false
gretel:train:51806:006438	development_train	29251d3a5a566964	false
gretel:train:51808:006440	development_train	c5401e43c771f293	false
gretel:train:51842:006474	development_train	ad078cdf40ea0309	false
gretel:train:51875:006507	development_dev	4b5619600eae1fc3	true
gretel:train:51991:006623	development_train	11896905f7f1000e	false
gretel:train:52124:006756	development_dev	4701aeb3f9e8532b	true
gretel:train:52224:006856	development_train	fa2976ce6ade6375	false
gretel:train:52302:006934	development_train	8fe2817410234c78	false
gretel:train:5241:000144	development_train	d95a95bb23b9a268	false
gretel:train:52482:007114	development_train	56b494241a3a30e4	false
gretel:train:52656:007288	development_train	b74e04fa1a8796d3	false
gretel:train:52805:053195	development_train	5493b53f79679292	false
gretel:train:53052:053442	development_train	3d95816f29035303	false
gretel:train:53165:053555	development_train	b692f32775ee0cd7	false
gretel:train:53278:053668	development_dev	4b16c5db9ed6cc12	true
gretel:train:53377:053767	development_train	af9f94bc3bdb3702	false
gretel:train:53510:053900	development_train	1e516c96dd358918	false
gretel:train:53560:053950	development_train	18a0e54b774b02d0	false
gretel:train:53637:054027	development_train	b9e905bc0f8bf134	false
gretel:train:53680:054070	development_train	4a8b29d7bd71ef2d	false
gretel:train:53807:054197	development_dev	96fc5aa42926b3d5	true
gretel:train:53853:054243	development_train	052cf010b83b63d9	false
gretel:train:53900:054290	development_train	790d9773b0f8002e	false
gretel:train:53919:054309	development_dev	321aec48656e0ca5	true
gretel:train:54166:054556	development_train	b324f3dbaf9d91f0	false
gretel:train:54371:054761	development_train	5b92495e145d767d	false
gretel:train:54391:054781	development_dev	2e0b3665b8d49082	true
gretel:train:54469:054859	development_dev	e14a503578e446f4	true
