sample_id,db_id,input_type,V0_prompt_sha256,V1_prompt_sha256,V2_prompt_sha256,V3_prompt_sha256,V4_prompt_sha256,V5_prompt_sha256,V6_prompt_sha256,V7_prompt_sha256,V8_prompt_sha256,FULL_prompt_sha256,NO_C_prompt_sha256,D_ONLY_prompt_sha256,D_G1_prompt_sha256,V0_eq_V1,V1_eq_V2,V2_eq_V3,V3_eq_V4,V4_eq_V5,V5_eq_V6,V6_eq_V7,V7_eq_V8,V0_to_V3_all_equal,V4_to_V8_all_equal,all_candidates_equal_V4
final_archeology_011,archeology,semi_structured,6acdff79ced4779dbb894c5de165d127438720a64c46822f35ff5101fd3e5836,6acdff79ced4779dbb894c5de165d127438720a64c46822f35ff5101fd3e5836,6acdff79ced4779dbb894c5de165d127438720a64c46822f35ff5101fd3e5836,6acdff79ced4779dbb894c5de165d127438720a64c46822f35ff5101fd3e5836,bce0711a256244e17943781c03d90e1b7038f8d3b27aef65513e10540d0f0ccc,bce0711a256244e17943781c03d90e1b7038f8d3b27aef65513e10540d0f0ccc,bce0711a256244e17943781c03d90e1b7038f8d3b27aef65513e10540d0f0ccc,bce0711a256244e17943781c03d90e1b7038f8d3b27aef65513e10540d0f0ccc,bce0711a256244e17943781c03d90e1b7038f8d3b27aef65513e10540d0f0ccc,bce0711a256244e17943781c03d90e1b7038f8d3b27aef65513e10540d0f0ccc,bce0711a256244e17943781c03d90e1b7038f8d3b27aef65513e10540d0f0ccc,bce0711a256244e17943781c03d90e1b7038f8d3b27aef65513e10540d0f0ccc,bce0711a256244e17943781c03d90e1b7038f8d3b27aef65513e10540d0f0ccc,1,1,1,0,1,1,1,1,1,1,1
final_archeology_012,archeology,semi_structured,1705822a8cddb273cae667014cc7f1143e0cf504021840f5934ba8a84055c4fd,1705822a8cddb273cae667014cc7f1143e0cf504021840f5934ba8a84055c4fd,1705822a8cddb273cae667014cc7f1143e0cf504021840f5934ba8a84055c4fd,1705822a8cddb273cae667014cc7f1143e0cf504021840f5934ba8a84055c4fd,d4bd787233814038ac194c5f8773b8a90709ab1e5bf64e3953da80396425fb97,d4bd787233814038ac194c5f8773b8a90709ab1e5bf64e3953da80396425fb97,d4bd787233814038ac194c5f8773b8a90709ab1e5bf64e3953da80396425fb97,d4bd787233814038ac194c5f8773b8a90709ab1e5bf64e3953da80396425fb97,d4bd787233814038ac194c5f8773b8a90709ab1e5bf64e3953da80396425fb97,d4bd787233814038ac194c5f8773b8a90709ab1e5bf64e3953da80396425fb97,d4bd787233814038ac194c5f8773b8a90709ab1e5bf64e3953da80396425fb97,d4bd787233814038ac194c5f8773b8a90709ab1e5bf64e3953da80396425fb97,d4bd787233814038ac194c5f8773b8a90709ab1e5bf64e3953da80396425fb97,1,1,1,0,1,1,1,1,1,1,1
final_archeology_013,archeology,semi_structured,8c67b35924d7a72cd5c73a11b962663cae3fece67cc2328445f771f194ef86c2,8c67b35924d7a72cd5c73a11b962663cae3fece67cc2328445f771f194ef86c2,8c67b35924d7a72cd5c73a11b962663cae3fece67cc2328445f771f194ef86c2,8c67b35924d7a72cd5c73a11b962663cae3fece67cc2328445f771f194ef86c2,8c67b35924d7a72cd5c73a11b962663cae3fece67cc2328445f771f194ef86c2,8c67b35924d7a72cd5c73a11b962663cae3fece67cc2328445f771f194ef86c2,8c67b35924d7a72cd5c73a11b962663cae3fece67cc2328445f771f194ef86c2,8c67b35924d7a72cd5c73a11b962663cae3fece67cc2328445f771f194ef86c2,8c67b35924d7a72cd5c73a11b962663cae3fece67cc2328445f771f194ef86c2,8c67b35924d7a72cd5c73a11b962663cae3fece67cc2328445f771f194ef86c2,8c67b35924d7a72cd5c73a11b962663cae3fece67cc2328445f771f194ef86c2,8c67b35924d7a72cd5c73a11b962663cae3fece67cc2328445f771f194ef86c2,8c67b35924d7a72cd5c73a11b962663cae3fece67cc2328445f771f194ef86c2,1,1,1,1,1,1,1,1,1,1,1
final_archeology_014,archeology,semi_structured,fb9e5063a00d62c6e3051f34a638aca384e36e82ae2e48f968634dcc43117c23,fb9e5063a00d62c6e3051f34a638aca384e36e82ae2e48f968634dcc43117c23,fb9e5063a00d62c6e3051f34a638aca384e36e82ae2e48f968634dcc43117c23,fb9e5063a00d62c6e3051f34a638aca384e36e82ae2e48f968634dcc43117c23,fb9e5063a00d62c6e3051f34a638aca384e36e82ae2e48f968634dcc43117c23,fb9e5063a00d62c6e3051f34a638aca384e36e82ae2e48f968634dcc43117c23,fb9e5063a00d62c6e3051f34a638aca384e36e82ae2e48f968634dcc43117c23,fb9e5063a00d62c6e3051f34a638aca384e36e82ae2e48f968634dcc43117c23,fb9e5063a00d62c6e3051f34a638aca384e36e82ae2e48f968634dcc43117c23,fb9e5063a00d62c6e3051f34a638aca384e36e82ae2e48f968634dcc43117c23,fb9e5063a00d62c6e3051f34a638aca384e36e82ae2e48f968634dcc43117c23,fb9e5063a00d62c6e3051f34a638aca384e36e82ae2e48f968634dcc43117c23,fb9e5063a00d62c6e3051f34a638aca384e36e82ae2e48f968634dcc43117c23,1,1,1,1,1,1,1,1,1,1,1
final_archeology_015,archeology,semi_structured,d9f7288460c158825042a22801e144fbdbe39954c35503a85fa47905d5b63b89,d9f7288460c158825042a22801e144fbdbe39954c35503a85fa47905d5b63b89,d9f7288460c158825042a22801e144fbdbe39954c35503a85fa47905d5b63b89,d9f7288460c158825042a22801e144fbdbe39954c35503a85fa47905d5b63b89,d9f7288460c158825042a22801e144fbdbe39954c35503a85fa47905d5b63b89,d9f7288460c158825042a22801e144fbdbe39954c35503a85fa47905d5b63b89,d9f7288460c158825042a22801e144fbdbe39954c35503a85fa47905d5b63b89,d9f7288460c158825042a22801e144fbdbe39954c35503a85fa47905d5b63b89,d9f7288460c158825042a22801e144fbdbe39954c35503a85fa47905d5b63b89,d9f7288460c158825042a22801e144fbdbe39954c35503a85fa47905d5b63b89,d9f7288460c158825042a22801e144fbdbe39954c35503a85fa47905d5b63b89,d9f7288460c158825042a22801e144fbdbe39954c35503a85fa47905d5b63b89,d9f7288460c158825042a22801e144fbdbe39954c35503a85fa47905d5b63b89,1,1,1,1,1,1,1,1,1,1,1
final_archeology_016,archeology,free_text,a931c66308d1064836d0aaea85b6489658a0d913d47a52a0b908996c9773a8d5,a931c66308d1064836d0aaea85b6489658a0d913d47a52a0b908996c9773a8d5,a931c66308d1064836d0aaea85b6489658a0d913d47a52a0b908996c9773a8d5,a931c66308d1064836d0aaea85b6489658a0d913d47a52a0b908996c9773a8d5,a931c66308d1064836d0aaea85b6489658a0d913d47a52a0b908996c9773a8d5,a931c66308d1064836d0aaea85b6489658a0d913d47a52a0b908996c9773a8d5,a931c66308d1064836d0aaea85b6489658a0d913d47a52a0b908996c9773a8d5,a931c66308d1064836d0aaea85b6489658a0d913d47a52a0b908996c9773a8d5,a931c66308d1064836d0aaea85b6489658a0d913d47a52a0b908996c9773a8d5,a931c66308d1064836d0aaea85b6489658a0d913d47a52a0b908996c9773a8d5,a931c66308d1064836d0aaea85b6489658a0d913d47a52a0b908996c9773a8d5,a931c66308d1064836d0aaea85b6489658a0d913d47a52a0b908996c9773a8d5,a931c66308d1064836d0aaea85b6489658a0d913d47a52a0b908996c9773a8d5,1,1,1,1,1,1,1,1,1,1,1
final_archeology_017,archeology,free_text,02c418c73c4ea6a5b704e1781a7a4a57b0f6b159e5b1a1dd7199559dffb0c577,02c418c73c4ea6a5b704e1781a7a4a57b0f6b159e5b1a1dd7199559dffb0c577,02c418c73c4ea6a5b704e1781a7a4a57b0f6b159e5b1a1dd7199559dffb0c577,02c418c73c4ea6a5b704e1781a7a4a57b0f6b159e5b1a1dd7199559dffb0c577,02c418c73c4ea6a5b704e1781a7a4a57b0f6b159e5b1a1dd7199559dffb0c577,02c418c73c4ea6a5b704e1781a7a4a57b0f6b159e5b1a1dd7199559dffb0c577,02c418c73c4ea6a5b704e1781a7a4a57b0f6b159e5b1a1dd7199559dffb0c577,02c418c73c4ea6a5b704e1781a7a4a57b0f6b159e5b1a1dd7199559dffb0c577,02c418c73c4ea6a5b704e1781a7a4a57b0f6b159e5b1a1dd7199559dffb0c577,02c418c73c4ea6a5b704e1781a7a4a57b0f6b159e5b1a1dd7199559dffb0c577,02c418c73c4ea6a5b704e1781a7a4a57b0f6b159e5b1a1dd7199559dffb0c577,02c418c73c4ea6a5b704e1781a7a4a57b0f6b159e5b1a1dd7199559dffb0c577,02c418c73c4ea6a5b704e1781a7a4a57b0f6b159e5b1a1dd7199559dffb0c577,1,1,1,1,1,1,1,1,1,1,1
final_archeology_018,archeology,free_text,42d7a7fd9e0d5fbe0047801b9ee3bec385560319e6082fefe062e561fe925efd,42d7a7fd9e0d5fbe0047801b9ee3bec385560319e6082fefe062e561fe925efd,42d7a7fd9e0d5fbe0047801b9ee3bec385560319e6082fefe062e561fe925efd,42d7a7fd9e0d5fbe0047801b9ee3bec385560319e6082fefe062e561fe925efd,42d7a7fd9e0d5fbe0047801b9ee3bec385560319e6082fefe062e561fe925efd,42d7a7fd9e0d5fbe0047801b9ee3bec385560319e6082fefe062e561fe925efd,42d7a7fd9e0d5fbe0047801b9ee3bec385560319e6082fefe062e561fe925efd,42d7a7fd9e0d5fbe0047801b9ee3bec385560319e6082fefe062e561fe925efd,42d7a7fd9e0d5fbe0047801b9ee3bec385560319e6082fefe062e561fe925efd,42d7a7fd9e0d5fbe0047801b9ee3bec385560319e6082fefe062e561fe925efd,42d7a7fd9e0d5fbe0047801b9ee3bec385560319e6082fefe062e561fe925efd,42d7a7fd9e0d5fbe0047801b9ee3bec385560319e6082fefe062e561fe925efd,42d7a7fd9e0d5fbe0047801b9ee3bec385560319e6082fefe062e561fe925efd,1,1,1,1,1,1,1,1,1,1,1
final_archeology_019,archeology,semi_structured,15ebf1718d5d2f68fd82f083d94774bf6b286e17455060e344c53e9c380d642d,15ebf1718d5d2f68fd82f083d94774bf6b286e17455060e344c53e9c380d642d,15ebf1718d5d2f68fd82f083d94774bf6b286e17455060e344c53e9c380d642d,15ebf1718d5d2f68fd82f083d94774bf6b286e17455060e344c53e9c380d642d,15ebf1718d5d2f68fd82f083d94774bf6b286e17455060e344c53e9c380d642d,15ebf1718d5d2f68fd82f083d94774bf6b286e17455060e344c53e9c380d642d,15ebf1718d5d2f68fd82f083d94774bf6b286e17455060e344c53e9c380d642d,15ebf1718d5d2f68fd82f083d94774bf6b286e17455060e344c53e9c380d642d,15ebf1718d5d2f68fd82f083d94774bf6b286e17455060e344c53e9c380d642d,15ebf1718d5d2f68fd82f083d94774bf6b286e17455060e344c53e9c380d642d,15ebf1718d5d2f68fd82f083d94774bf6b286e17455060e344c53e9c380d642d,15ebf1718d5d2f68fd82f083d94774bf6b286e17455060e344c53e9c380d642d,15ebf1718d5d2f68fd82f083d94774bf6b286e17455060e344c53e9c380d642d,1,1,1,1,1,1,1,1,1,1,1
final_archeology_020,archeology,semi_structured,735847335b92eb6bc1caf238eb1f4eec71bbb1001277b5dcc43a1b638c4fe19d,735847335b92eb6bc1caf238eb1f4eec71bbb1001277b5dcc43a1b638c4fe19d,735847335b92eb6bc1caf238eb1f4eec71bbb1001277b5dcc43a1b638c4fe19d,735847335b92eb6bc1caf238eb1f4eec71bbb1001277b5dcc43a1b638c4fe19d,735847335b92eb6bc1caf238eb1f4eec71bbb1001277b5dcc43a1b638c4fe19d,735847335b92eb6bc1caf238eb1f4eec71bbb1001277b5dcc43a1b638c4fe19d,735847335b92eb6bc1caf238eb1f4eec71bbb1001277b5dcc43a1b638c4fe19d,735847335b92eb6bc1caf238eb1f4eec71bbb1001277b5dcc43a1b638c4fe19d,735847335b92eb6bc1caf238eb1f4eec71bbb1001277b5dcc43a1b638c4fe19d,735847335b92eb6bc1caf238eb1f4eec71bbb1001277b5dcc43a1b638c4fe19d,735847335b92eb6bc1caf238eb1f4eec71bbb1001277b5dcc43a1b638c4fe19d,735847335b92eb6bc1caf238eb1f4eec71bbb1001277b5dcc43a1b638c4fe19d,735847335b92eb6bc1caf238eb1f4eec71bbb1001277b5dcc43a1b638c4fe19d,1,1,1,1,1,1,1,1,1,1,1
final_archeology_021,archeology,semi_structured,c773268a1bcab7b0656be5fdaeae791c2145433ff2601d2316a27d5ad9f293ab,c773268a1bcab7b0656be5fdaeae791c2145433ff2601d2316a27d5ad9f293ab,c773268a1bcab7b0656be5fdaeae791c2145433ff2601d2316a27d5ad9f293ab,c773268a1bcab7b0656be5fdaeae791c2145433ff2601d2316a27d5ad9f293ab,c773268a1bcab7b0656be5fdaeae791c2145433ff2601d2316a27d5ad9f293ab,c773268a1bcab7b0656be5fdaeae791c2145433ff2601d2316a27d5ad9f293ab,c773268a1bcab7b0656be5fdaeae791c2145433ff2601d2316a27d5ad9f293ab,c773268a1bcab7b0656be5fdaeae791c2145433ff2601d2316a27d5ad9f293ab,c773268a1bcab7b0656be5fdaeae791c2145433ff2601d2316a27d5ad9f293ab,c773268a1bcab7b0656be5fdaeae791c2145433ff2601d2316a27d5ad9f293ab,c773268a1bcab7b0656be5fdaeae791c2145433ff2601d2316a27d5ad9f293ab,c773268a1bcab7b0656be5fdaeae791c2145433ff2601d2316a27d5ad9f293ab,c773268a1bcab7b0656be5fdaeae791c2145433ff2601d2316a27d5ad9f293ab,1,1,1,1,1,1,1,1,1,1,1
final_archeology_022,archeology,semi_structured,7549624221399d49dcea0cfa95a86da202af28a695ac59b05fe649d847545d31,7549624221399d49dcea0cfa95a86da202af28a695ac59b05fe649d847545d31,7549624221399d49dcea0cfa95a86da202af28a695ac59b05fe649d847545d31,7549624221399d49dcea0cfa95a86da202af28a695ac59b05fe649d847545d31,7549624221399d49dcea0cfa95a86da202af28a695ac59b05fe649d847545d31,7549624221399d49dcea0cfa95a86da202af28a695ac59b05fe649d847545d31,7549624221399d49dcea0cfa95a86da202af28a695ac59b05fe649d847545d31,7549624221399d49dcea0cfa95a86da202af28a695ac59b05fe649d847545d31,7549624221399d49dcea0cfa95a86da202af28a695ac59b05fe649d847545d31,7549624221399d49dcea0cfa95a86da202af28a695ac59b05fe649d847545d31,7549624221399d49dcea0cfa95a86da202af28a695ac59b05fe649d847545d31,7549624221399d49dcea0cfa95a86da202af28a695ac59b05fe649d847545d31,7549624221399d49dcea0cfa95a86da202af28a695ac59b05fe649d847545d31,1,1,1,1,1,1,1,1,1,1,1
final_archeology_023,archeology,semi_structured,ca9b65481659f281dab546ba8fd7e0c291f70eae5ba61374ecb7eab61fc3c90d,ca9b65481659f281dab546ba8fd7e0c291f70eae5ba61374ecb7eab61fc3c90d,ca9b65481659f281dab546ba8fd7e0c291f70eae5ba61374ecb7eab61fc3c90d,ca9b65481659f281dab546ba8fd7e0c291f70eae5ba61374ecb7eab61fc3c90d,ca9b65481659f281dab546ba8fd7e0c291f70eae5ba61374ecb7eab61fc3c90d,ca9b65481659f281dab546ba8fd7e0c291f70eae5ba61374ecb7eab61fc3c90d,ca9b65481659f281dab546ba8fd7e0c291f70eae5ba61374ecb7eab61fc3c90d,ca9b65481659f281dab546ba8fd7e0c291f70eae5ba61374ecb7eab61fc3c90d,ca9b65481659f281dab546ba8fd7e0c291f70eae5ba61374ecb7eab61fc3c90d,ca9b65481659f281dab546ba8fd7e0c291f70eae5ba61374ecb7eab61fc3c90d,ca9b65481659f281dab546ba8fd7e0c291f70eae5ba61374ecb7eab61fc3c90d,ca9b65481659f281dab546ba8fd7e0c291f70eae5ba61374ecb7eab61fc3c90d,ca9b65481659f281dab546ba8fd7e0c291f70eae5ba61374ecb7eab61fc3c90d,1,1,1,1,1,1,1,1,1,1,1
